specialty_id,specialty_name,service_id,service_name,service_desc,service_name_vn,service_desc_vn,is_advanced,intensity_level
12200,Dietetics,12207,"Diabetes Nutrition Counseling","Nutritional counseling for individuals with diabetes, including meal planning and blood sugar control.","Tư vấn dinh dưỡng đái tháo đường","Tư vấn dinh dưỡng cho người mắc bệnh đái tháo đường, bao gồm kế hoạch bữa ăn và kiểm soát đường huyết.",No,4
12200,Dietetics,12208,"Renal Diet Management","Dietary management for kidney-related conditions, including chronic kidney disease and dialysis diets.","Quản lý dinh dưỡng thận","Quản lý dinh dưỡng cho các tình trạng liên quan đến thận, bao gồm bệnh thận mãn tính và chế độ dinh dưỡng cho người trải qua cấy tủy.",No,4
12200,Dietetics,12209,"Food Allergy and Intolerance Guidance","Dietary guidance for individuals with food allergies and intolerances to manage their diet safely.","Hướng dẫn về dị ứng thực phẩm và sự không dung nạp","Hướng dẫn dinh dưỡng cho người có dị ứng thực phẩm và sự không dung nạp để quản lý chế độ ăn uống an toàn.",No,4
12200,Dietetics,12210,"Enteral and Parenteral Nutrition","Provision of nutrition through tube feeding (enteral) or intravenous feeding (parenteral) for those unable to eat orally.","Dinh dưỡng thông qua ống (enteral) và dinh dưỡng qua tĩnh mạch (parenteral)","Cung cấp dinh dưỡng thông qua ống (enteral) hoặc thông qua tĩnh mạch (parenteral) cho những người không thể ăn bằng miệng.",Yes,0
12300,Geriatrics,12301,"Comprehensive Geriatric Assessment","A thorough evaluation of the health and functional status of older adults for personalized care plans.","Đánh giá lâm sàng người già toàn diện","Đánh giá kỹ lưỡng về sức khỏe và trạng thái chức năng của người cao tuổi để lập kế hoạch chăm sóc cá nhân hóa.",No,2
12300,Geriatrics,12302,"Medication Management for Seniors","Optimizing medication regimens for seniors, including reducing polypharmacy.","Quản lý thuốc cho người cao tuổi","Tối ưu hóa kế hoạch điều trị thuốc cho người cao tuổi, bao gồm giảm đa dược.",No,2
12300,Geriatrics,12303,"Fall Prevention and Balance Training","Assessment and training to prevent falls and improve balance in older adults.","Phòng ngã và huấn luyện cân bằng","Đánh giá và huấn luyện để phòng ngã và cải thiện cân bằng cho người cao tuổi.",No,2
12300,Geriatrics,12304,"Memory and Cognitive Function Evaluation","Assessment of memory and cognitive function in older adults, including dementia screening.","Đánh giá trí nhớ và chức năng tư duy","Đánh giá trí nhớ và chức năng tư duy của người cao tuổi, bao gồm kiểm tra chứng sa sút tư duy.",No,2
12300,Geriatrics,12305,"Nutrition and Hydration Management","Dietary and fluid management for seniors to address nutritional needs and hydration status.","Quản lý dinh dưỡng và dưỡng chất","Quản lý dinh dưỡng và dưỡng chất cho người cao tuổi để đáp ứng nhu cầu dinh dưỡng và tình trạng dưỡng chất.",No,4
12300,Geriatrics,12306,"End-of-Life Planning and Care","Support for end-of-life planning, including advanced care directives and palliative care options.","Lập kế hoạch và chăm sóc cuối đời","Hỗ trợ lập kế hoạch cho giai đoạn cuối đời, bao gồm các hướng dẫn chăm sóc tiên tiến và tùy chọn chăm sóc giảm nhẹ.",No,4
12300,Geriatrics,12307,"Mobility Aid Recommendations","Recommendations for mobility aids and assistive devices to enhance independence in daily activities.","Đề xuất hỗ trợ di động","Đề xuất các loại thiết bị hỗ trợ di động để tăng cường độc lập trong các hoạt động hàng ngày.",No,2
12300,Geriatrics,12308,"Vision and Hearing Assessment","Assessment of vision and hearing issues in older adults and recommendations for care.","Đánh giá thị lực và thính lực","Đánh giá vấn đề về thị giác và thính lực ở người cao tuổi và đề xuất biện pháp chăm sóc.",No,3
12300,Geriatrics,12309,"Geriatric Psychiatry","Psychiatric evaluation and care for mental health issues in older adults, including depression and anxiety.","Tâm thần học người già","Đánh giá tâm thần và chăm sóc cho các vấn đề về tâm lý ở người cao tuổi, bao gồm trầm cảm và lo âu.",No,1
12300,Geriatrics,12310,"Home Health Services for Seniors","Coordinating home-based healthcare services to support seniors in their residences.","Dịch vụ chăm sóc sức khỏe tại nhà cho người cao tuổi","Phối hợp các dịch vụ chăm sóc sức khỏe tại nhà để hỗ trợ người cao tuổi tại nơi cư trú của họ.",No,0
12400,Thoracic and Vascular Surgery,12401,"Cardiovascular Surgery","Surgical procedures to treat heart and blood vessel conditions, including bypass surgery and valve repair.","Phẫu thuật tim mạch","Các quy trình phẫu thuật để điều trị bệnh tim và mạch máu, bao gồm phẫu thuật cầu và sửa van.",No,1
12400,Thoracic and Vascular Surgery,12402,"Thoracic Surgery","Surgical treatment for conditions of the chest, including lung resection and chest wall repair.","Phẫu thuật ngực","Điều trị phẫu thuật cho các tình trạng vùng ngực, bao gồm cắt bỏ phổi và sửa ngực.",No,1
12400,Thoracic and Vascular Surgery,12403,"Vascular Surgery","Surgical procedures for blood vessel issues, such as aneurysm repair and bypass grafts.","Phẫu thuật mạch máu","Các quy trình phẫu thuật để điều trị các vấn đề về mạch máu, chẳng hạn như sửa chữa bình phình mạch và cầu qua mạch máu.",No,1
12400,Thoracic and Vascular Surgery,12404,"Endovascular Surgery","Minimally invasive procedures to treat vascular conditions, including stent placement and angioplasty.","Phẫu thuật mạch máu nội soi","Các quy trình tối thiểu xâm nhập để điều trị các tình trạng về mạch máu, bao gồm đặt stent và mở mạch máu.",No,1
12400,Thoracic and Vascular Surgery,12405,"Esophageal Surgery","Surgical treatment for esophageal disorders, including reflux surgery and tumor resection.","Phẫu thuật thực quản","Điều trị phẫu thuật cho các rối loạn về thực quản, bao gồm phẫu thuật trào ngược và cắt bỏ khối u.",No,1
12400,Thoracic and Vascular Surgery,12406,"Lung Surgery","Surgical procedures for lung conditions, such as lobectomy and pneumonectomy.","Phẫu thuật phổi","Các quy trình phẫu thuật cho các tình trạng phổi, chẳng hạn như cắt bỏ một phần phổi và cắt bỏ toàn bộ phổi.",No,1
12400,Thoracic and Vascular Surgery,12407,"Vascular Screening","Screening and diagnostic tests to assess vascular health and detect potential issues.","Kiểm tra mạch máu","Kiểm tra và kiểm tra chẩn đoán để đánh giá sức khỏe mạch máu và phát hiện vấn đề tiềm năng.",No,1
12400,Thoracic and Vascular Surgery,12408,"Pacemaker and ICD Implantation","Implantation of pacemakers and implantable cardioverter-defibrillators (ICDs) to manage heart rhythm disorders.","Đặt bộ điều hòa nhịp tim và ICD","Đặt bộ điều hòa nhịp tim và thiết bị điện chấn trái tim có thể cấy (ICD) để điều trị các rối loạn nhịp tim.",No,1
12400,Thoracic and Vascular Surgery,12409,"Aortic Aneurysm Repair","Surgical repair of aortic aneurysms, including open and endovascular approaches.","Sửa bình phình động mạch chủ","Sửa chữa phẫu thuật các bình phình động mạch chủ, bao gồm phương pháp mở và nội soi.",No,1
12400,Thoracic and Vascular Surgery,12410,"Varicose Vein Treatment","Treatment options for varicose veins, including laser therapy and minimally invasive procedures.","Điều trị tĩnh mạch trĩ nội soi","Các phương pháp điều trị cho tĩnh mạch trĩ, bao gồm điều trị bằng tia laser và các quy trình tối thiểu xâm nhập.",No,1
12500,Ophthalmology,12501,"Comprehensive Eye Examination","A thorough eye examination to assess vision and eye health, including prescription for glasses or contact lenses.","Kiểm tra mắt toàn diện","Kiểm tra mắt kỹ thuật số toàn diện để đánh giá thị lực và sức khỏe mắt, bao gồm viết đơn kính hoặc lens áp tròng.",No,3
12500,Ophthalmology,12502,"Cataract Surgery","Surgical removal of cataracts and replacement with intraocular lenses to restore clear vision.","Phẫu thuật đục thủy tinh","Cắt bỏ đục thủy tinh và thay thế bằng kính thủy tinh trong mắt để khôi phục thị lực rõ ràng.",No,1
12500,Ophthalmology,12503,"Glaucoma Management","Diagnosis and management of glaucoma, including medications, laser therapy, and surgical interventions.","Quản lý bệnh tăng áp lực mắt","Chuẩn đoán và quản lý bệnh tăng áp lực mắt, bao gồm sử dụng thuốc, điều trị bằng tia laser và phẫu thuật.",No,2
12500,Ophthalmology,12504,"Retina and Macula Evaluation","Assessment and treatment of retinal and macular conditions, including age-related macular degeneration.","Đánh giá võng mạc và võng điện","Đánh giá và điều trị các tình trạng về võng mạc và võng điện, bao gồm bệnh thoái hóa võng mạc liên quan đến tuổi tác.",No,2
12500,Ophthalmology,12505,"Corneal Disorders and Surgery","Treatment of corneal disorders and injuries, including corneal transplantation and refractive surgeries.","Phẫu thuật tình trạng giác mạc và dịch tác","Điều trị các bệnh tình trạng giác mạc và thương tổn, bao gồm ghép giác mạc và phẫu thuật chỉnh thị.",No,1
12500,Ophthalmology,12506,"Pediatric Eye Care","Eye care for children, including pediatric eye exams and treatment for amblyopia (lazy eye).","Chăm sóc mắt trẻ em","Chăm sóc mắt cho trẻ em, bao gồm kiểm tra mắt trẻ em và điều trị cho trường hợp mắt lười.",No,2
12500,Ophthalmology,12507,"LASIK and Refractive Surgery","Laser-assisted in-situ keratomileusis (LASIK) and other refractive surgeries to correct vision problems.","Phẫu thuật LASIK và phẫu thuật chỉnh thị","Phẫu thuật chỉnh thị bằng laser (LASIK) và các phẫu thuật chỉnh thị khác để sửa các vấn đề về thị lực.",No,1
12500,Ophthalmology,12508,"Eyelid Surgery","Surgical procedures to correct eyelid conditions and improve vision, such as blepharoplasty.","Phẫu thuật mí mắt","Các quy trình phẫu thuật để sửa các tình trạng mí mắt và cải thiện thị lực, chẳng hạn như phẫu thuật mí mắt.",No,2
12500,Ophthalmology,12509,"Contact Lens Fitting","Fitting and prescription of contact lenses, including specialized lenses for conditions like astigmatism.","Đo kính áp tròng","Đo kính áp tròng và viết đơn kính áp tròng, bao gồm kính áp tròng chuyên dụng cho các tình trạng như cận thị.",No,4
12500,Ophthalmology,12510,"Emergency Eye Care","Urgent care for eye injuries, infections, and sudden vision changes, available outside regular hours.","Chăm sóc mắt cấp cứu","Chăm sóc cấp cứu cho chấn thương mắt, nhiễm trùng và thay đổi thị lực đột ngột, có sẵn ngoài giờ làm việc thường xuyên.",No,2
12600,Urology,12601,"Prostate Health Evaluation","Evaluation of prostate health, including PSA testing and digital rectal exams.","Đánh giá sức khỏe tuyến tiền liệt","Đánh giá sức khỏe tuyến tiền liệt, bao gồm xét nghiệm PSA và kiểm tra hậu môn sống.",No,1
12600,Urology,12602,"Kidney Stone Treatment","Diagnosis and treatment of kidney stones, including lithotripsy and surgical stone removal.","Điều trị sỏi thận","Chuẩn đoán và điều trị sỏi thận, bao gồm nghiền sỏi bằng sóng xung điện và loại bỏ sỏi bằng phẫu thuật.",No,2
12600,Urology,12603,"Bladder Conditions and Incontinence","Treatment for bladder conditions, including urinary incontinence and overactive bladder.","Điều trị các tình trạng bàng quang và tiểu không kiểm soát","Điều trị các tình trạng bàng quang, bao gồm tiểu không kiểm soát và bàng quang hoạt động quá mức.",No,2
12600,Urology,12604,"Erectile Dysfunction Management","Diagnosis and management of erectile dysfunction, including medication and therapy options.","Quản lý rối loạn cương dương","Chuẩn đoán và quản lý rối loạn cương dương, bao gồm tùy chọn sử dụng thuốc và tư vấn.",No,1
12600,Urology,12605,"Female Urology","Specialized urological care for women, including pelvic floor disorders and urinary tract issues.","Urology phụ nữ","Dịch vụ y tế urologic chuyên biệt cho phụ nữ, bao gồm các vấn đề về sàn chậu và đường tiểu.",No,1
12600,Urology,12606,"Testicular Health and Cancer Evaluation","Evaluation of testicular health and assessment of testicular cancer risk.","Đánh giá sức khỏe tinh hoàn và nguy cơ ung thư tinh hoàn","Đánh giá tình trạng sức khỏe tinh hoàn và đánh giá nguy cơ mắc ung thư tinh hoàn.",No,1
12600,Urology,12607,"Pediatric Urology","Urological care for children, including congenital urological issues and bedwetting.","Urology trẻ em","Dịch vụ y tế urologic cho trẻ em, bao gồm các vấn đề urologic bẩm sinh và tiểu ra giường.",No,2
12600,Urology,12608,"Sexual Health and Fertility","Evaluation and management of sexual health and fertility issues, including male infertility.","Sức khỏe tình dục và khả năng sinh sản","Đánh giá và quản lý các vấn đề về sức khỏe tình dục và khả năng sinh sản, bao gồm vấn đề về tinh trùng yếu.",No,2
12600,Urology,12609,"Urologic Cancer Care","Diagnosis and treatment of urologic cancers, such as bladder, kidney, and prostate cancer.","Chăm sóc ung thư urologic","Chuẩn đoán và điều trị các loại ung thư urologic, chẳng hạn như ung thư bàng quang, ung thư thận và ung thư tuyến tiền liệt.",No,0
12600,Urology,12610,"Reconstructive Urology","Surgical and non-surgical solutions for urological reconstruction, including urethral and bladder reconstruction.","Phẫu thuật urologic nâng cấp","Các giải pháp phẫu thuật và không phẫu thuật cho việc nâng cấp urologic, bao gồm phục hồi niệu đạo và bàng quang.",No,0
12700,Cardiology,12701,"Cardiac Evaluation","Comprehensive evaluation of heart health, including EKG, stress tests, and echocardiography.","Đánh giá sức khỏe tim mạch","Đánh giá toàn diện về sức khỏe tim mạch, bao gồm EKG, thử nghiệm căng thẳng và siêu âm tim mạch.",No,3
12700,Cardiology,12702,"Coronary Artery Disease Management","Diagnosis and management of coronary artery disease, including medication and lifestyle changes.","Quản lý bệnh mạch vành","Chuẩn đoán và quản lý bệnh mạch vành, bao gồm sử dụng thuốc và thay đổi lối sống.",No,2
12700,Cardiology,12703,"Congestive Heart Failure Care","Comprehensive care for congestive heart failure patients, including medication and lifestyle recommendations.","Chăm sóc bệnh tim mạch mất khả năng","Chăm sóc toàn diện cho bệnh nhân mắc bệnh tim mạch mất khả năng, bao gồm sử dụng thuốc và khuyến nghị thay đổi lối sống.",No,2
12700,Cardiology,12704,"Hypertension Management","Diagnosis and management of high blood pressure (hypertension), including medication and lifestyle guidance.","Quản lý tăng huyết áp","Chuẩn đoán và quản lý tình trạng tăng huyết áp (tăng huyết áp), bao gồm sử dụng thuốc và hướng dẫn về lối sống.",No,4
12700,Cardiology,12705,"Arrhythmia Treatment","Diagnosis and treatment of heart arrhythmias, including medication, ablation, and pacemaker implantation.","Điều trị nhịp tim","Chuẩn đoán và điều trị các rối loạn nhịp tim, bao gồm sử dụng thuốc, phương pháp đốt và ghép máy đặt nhịp tim.",No,2
12700,Cardiology,12706,"Cardiac Rehabilitation","Rehabilitation programs for patients recovering from heart-related events or surgeries.","Phục hồi tim mạch","Các chương trình phục hồi cho bệnh nhân đang phục hồi sau các sự kiện hoặc phẫu thuật liên quan đến tim mạch.",No,2
12700,Cardiology,12707,"Preventive Cardiology","Preventive measures and risk assessment for heart disease, including lipid profiles and heart health advice.","Y học phòng ngừa tim mạch","Các biện pháp phòng ngừa và đánh giá nguy cơ mắc bệnh tim mạch, bao gồm kiểm tra lipid và lời khuyên về sức khỏe tim mạch.",No,2
12700,Cardiology,12708,"Cardiac Imaging","Imaging tests for heart conditions, including stress tests, echocardiograms, and cardiac MRI.","Hình ảnh tim mạch","Kiểm tra hình ảnh cho các tình trạng tim mạch, bao gồm các thử nghiệm căng thẳng, siêu âm tim mạch và MRI tim mạch.",No,2
12700,Cardiology,12709,"Pediatric Cardiology","Cardiac care for children, including congenital heart defects and pediatric heart conditions.","Tim mạch trẻ em","Chăm sóc tim mạch cho trẻ em, bao gồm bệnh tim mạch bẩm sinh và các tình trạng tim mạch trẻ em.",No,2
12700,Cardiology,12710,"Peripheral Vascular Disease Management","Diagnosis and management of peripheral vascular diseases, including artery and vein conditions.","Quản lý bệnh mạch máu ngoại biên","Chuẩn đoán và quản lý các bệnh mạch máu ngoại biên, bao gồm tình trạng động mạch và tĩnh mạch.",No,2
12700,Cardiology,12711,"Heart Attack Management","Immediate care and long-term management for patients who have experienced a heart attack.","Quản lý cơn đau tim","Chăm sóc ngay lập tức và quản lý dài hạn cho bệnh nhân đã trải qua cơn đau tim.",No,2
12700,Cardiology,12712,"Cardiac Medication Adjustment","Adjustment and optimization of cardiac medications to manage heart conditions.","Điều chỉnh thuốc tim mạch","Điều chỉnh và tối ưu hóa các loại thuốc tim mạch để quản lý tình trạng tim mạch.",No,1
12700,Cardiology,12713,"Heart Valve Conditions","Diagnosis and treatment of heart valve conditions, including stenosis and regurgitation.","Vấn đề van tim","Chuẩn đoán và điều trị các tình trạng van tim, bao gồm tắc nghẽn và trào ngược.",No,1
12700,Cardiology,12714,"Vascular Ultrasound","Non-invasive ultrasound imaging of blood vessels to assess vascular health.","Siêu âm mạch máu","Hình ảnh siêu âm không xâm lấn của các mạch máu để đánh giá sức khỏe mạch máu.",No,1
12700,Cardiology,12715,"Atherosclerosis Management","Management and prevention strategies for atherosclerosis and arterial plaque buildup.","Quản lý xơ vữa mạch máu","Chiến lược quản lý và phòng ngừa xơ vữa mạch máu và tích tụ bám động mạch.",No,1
12700,Cardiology,12716,"Congenital Heart Disease Care","Specialized care for patients with congenital heart defects and anomalies.","Chăm sóc bệnh tim mạch bẩm sinh","Chăm sóc chuyên biệt cho bệnh nhân mắc bệnh tim mạch bẩm sinh và các biến thể.",No,2
12700,Cardiology,12717,"Heart Rhythm Disorders","Diagnosis and treatment of heart rhythm disorders, including atrial fibrillation and bradycardia.","Rối loạn nhịp tim","Chuẩn đoán và điều trị rối loạn nhịp tim, bao gồm nhĩ đập và nhịp tim chậm.",No,2
12700,Cardiology,12718,"Electrocardiogram (ECG) Testing","Diagnostic testing using electrocardiograms (ECGs) to assess heart electrical activity.","Kiểm tra điện tim (ECG)","Kiểm tra chẩn đoán bằng cách sử dụng điện tim (ECG) để đánh giá hoạt động điện của tim.",No,2
12700,Cardiology,12719,"High Cholesterol Management","Diagnosis and management of high cholesterol levels to reduce heart disease risk.","Quản lý cholesterol cao","Chuẩn đoán và quản lý mức cholesterol cao để giảm nguy cơ mắc bệnh tim mạch.",No,2
12700,Cardiology,12720,"Cardiovascular Risk Assessment","Assessment of cardiovascular risk factors and personalized prevention plans.","Đánh giá nguy cơ tim mạch","Đánh giá các yếu tố nguy cơ tim mạch và lập kế hoạch phòng ngừa cá nhân hóa.",No,2
12700,Cardiology,12721,"Hypertrophic Cardiomyopathy Care","Specialized care for hypertrophic cardiomyopathy, a genetic heart condition.","Chăm sóc bệnh tim mạch toàn rỡ","Chăm sóc chuyên biệt cho bệnh tim mạch toàn rỡ, một tình trạng tim mạch di truyền.",No,2
12700,Cardiology,12722,"Endovascular Surgery","Minimally invasive surgical procedures for treating vascular and cardiac conditions.","Phẫu thuật mạch máu nội tiết","Các thủ thuật phẫu thuật can thiệp tối thiểu để điều trị các tình trạng mạch máu và tim mạch.",Yes,1
12700,Cardiology,12723,"Cardiac Catheterization","Diagnostic procedure using catheters to visualize the heart's blood vessels and chambers.","Kiểm tra mạch tim","Thủ tục chẩn đoán sử dụng ống nội soi để quan sát các mạch máu và buồng tim của tim.",Yes,2
12800,Pediatrics,12801,"Well-Baby Checkup","Regular health checkups for infants and young children to monitor growth and development.","Kiểm tra sức khỏe cho trẻ sơ sinh","Kiểm tra sức khỏe đều đặn cho trẻ sơ sinh và trẻ nhỏ để theo dõi sự phát triển và tăng trưởng.",No,3
12800,Pediatrics,12802,"Childhood Immunizations","Administering vaccinations to protect children from various diseases and illnesses.","Tiêm chủng cho trẻ em","Tiêm chủng để bảo vệ trẻ em khỏi nhiều loại bệnh và bệnh tật khác nhau.",No,3
12800,Pediatrics,12803,"Pediatric Growth Evaluation","Assessment of a child's physical growth, including height, weight, and body mass index.","Đánh giá tăng trưởng trẻ em","Đánh giá tăng trưởng về mặt thể chất của trẻ, bao gồm chiều cao, cân nặng và chỉ số khối lượng cơ thể.",No,4
12800,Pediatrics,12804,"Common Childhood Illness Care","Diagnosis and treatment of common childhood illnesses, such as colds, ear infections, and fevers.","Chăm sóc bệnh thông thường ở trẻ em","Chuẩn đoán và điều trị các bệnh thông thường ở trẻ em, như cảm lạnh, nhiễm trùng tai và sốt.",No,4
12800,Pediatrics,12805,"Developmental Pediatrics","Evaluation and support for children with developmental delays or disabilities.","Khoa trẻ phát triển","Đánh giá và hỗ trợ cho trẻ em có sự trễ phát triển hoặc khuyết tật.",No,4
12800,Pediatrics,12806,"Pediatric Nutrition Counseling","Nutritional guidance and counseling for parents and children to promote healthy eating habits.","Tư vấn dinh dưỡng cho trẻ em","Hướng dẫn dinh dưỡng và tư vấn cho bố mẹ và trẻ em để khuyến khích thói quen ăn uống lành mạnh.",No,4
12800,Pediatrics,12807,"Pediatric Allergy Care","Diagnosis and treatment of allergies in children, including allergic reactions and asthma.","Chăm sóc dị ứng ở trẻ em","Chuẩn đoán và điều trị dị ứng ở trẻ em, bao gồm các phản ứng dị ứng và hen suyễn.",No,4
12800,Pediatrics,12808,"Pediatric Diabetes Management","Management and care for children with diabetes, including insulin therapy and monitoring.","Quản lý bệnh tiểu đường ở trẻ em","Quản lý và chăm sóc cho trẻ em mắc bệnh tiểu đường, bao gồm điều trị insulin và theo dõi.",No,2
12800,Pediatrics,12809,"Child Behavioral Counseling","Counseling and guidance for parents and children to address behavioral and emotional challenges.","Tư vấn hành vi trẻ em","Tư vấn và hướng dẫn cho bố mẹ và trẻ em để giải quyết các thách thức về hành vi và tâm lý.",No,4
12800,Pediatrics,12810,"Adolescent Health Assessment","Comprehensive health assessment for adolescents, including screenings, vaccinations, and counseling.","Đánh giá sức khỏe thanh thiếu niên","Đánh giá sức khỏe toàn diện cho thanh thiếu niên, bao gồm kiểm tra, tiêm chủng và tư vấn.",No,4
12800,Pediatrics,12811,"Pediatric Cardiology","Specialized care for children with heart conditions and congenital heart defects.","Tim mạch trẻ em","Chăm sóc chuyên biệt cho trẻ em mắc các tình trạng tim mạch và bệnh tim mạch bẩm sinh.",No,2
12800,Pediatrics,12812,"Pediatric Pulmonology","Diagnosis and treatment of respiratory conditions in children, including asthma and lung infections.","Hô hấp trẻ em","Chuẩn đoán và điều trị các tình trạng hô hấp ở trẻ em, bao gồm hen suyễn và nhiễm trùng phổi.",No,2
12800,Pediatrics,12813,"Pediatric Gastroenterology","Care for gastrointestinal issues in children, including reflux, constipation, and celiac disease.","Tiêu hóa trẻ em","Chăm sóc cho các vấn đề về tiêu hóa ở trẻ em, bao gồm trào ngược, táo bón và bệnh celiac.",No,2
12800,Pediatrics,12814,"Pediatric Neurology","Diagnosis and care for children with neurological conditions, such as seizures and developmental delays.","Thần kinh trẻ em","Chuẩn đoán và chăm sóc cho trẻ em mắc các tình trạng thần kinh, như động kinh và trễ phát triển.",No,2
12800,Pediatrics,12815,"Pediatric Orthopedics","Orthopedic care for children with musculoskeletal conditions, injuries, and orthopedic disorders.","Nội cơ xương trẻ em","Chăm sóc cơ xương cho trẻ em mắc các vấn đề về cơ xương, chấn thương và rối loạn cơ xương.",No,2
12800,Pediatrics,12816,"Pediatric Dermatology","Diagnosis and treatment of skin conditions and disorders in children, including eczema and warts.","Da liễu trẻ em","Chuẩn đoán và điều trị các vấn đề về da và các rối loạn da ở trẻ em, bao gồm chàm và mụn cóc.",No,2
12900,Orthopedic,12901,"Fracture Evaluation","Diagnosis and treatment of bone fractures, including X-rays and casting.","Chẩn đoán và điều trị gãy xương","Chuẩn đoán và điều trị gãy xương, bao gồm chụp X-quang và đúc bó bột.",No,2
12900,Orthopedic,12902,"Arthritis Management","Management and treatment of various types of arthritis, including osteoarthritis and rheumatoid arthritis.","Quản lý bệnh viêm khớp","Quản lý và điều trị nhiều loại bệnh viêm khớp, bao gồm viêm khớp xương và viêm khớp dạng thấp.",No,2
12900,Orthopedic,12903,"Spine and Back Care","Specialized care for spine and back conditions, including herniated discs and scoliosis.","Chăm sóc cột sống và lưng","Chăm sóc chuyên biệt cho các tình trạng cột sống và lưng, bao gồm đĩa đệm thoát vị và cong lưng.",No,2
12900,Orthopedic,12904,"Sports Injury Rehabilitation","Rehabilitation and physical therapy for sports-related injuries and musculoskeletal problems.","Phục hồi sau chấn thương thể thao","Phục hồi và liệu pháp vật lý cho chấn thương liên quan đến thể thao và các vấn đề về cơ xương.",No,2
12900,Orthopedic,12905,"Joint Replacement Surgery","Surgical procedures for joint replacement, including knee and hip replacements.","Phẫu thuật thay khớp","Các thủ thuật phẫu thuật để thay thế các khớp, bao gồm khớp đầu gối và hông.",No,1
12900,Orthopedic,12906,"Orthopedic Trauma Care","Emergency care and surgery for orthopedic trauma injuries, such as fractures and dislocations.","Chăm sóc chấn thương cơ xương","Chăm sóc cấp cứu và phẫu thuật cho chấn thương cơ xương, như gãy xương và trật khớp.",No,2
12900,Orthopedic,12907,"Pediatric Orthopedics","Orthopedic care for children with musculoskeletal conditions and injuries.","Nội cơ xương trẻ em","Chăm sóc cơ xương cho trẻ em mắc các vấn đề về cơ xương và chấn thương.",No,1
12900,Orthopedic,12908,"Orthopedic Oncology","Diagnosis and treatment of bone and soft tissue tumors and cancers in the musculoskeletal system.","Ung thư cơ xương","Chuẩn đoán và điều trị các khối u và ung thư xương và mô mềm trong hệ thống cơ xương.",Yes,0
13100,Nephrology,13101,"Kidney Function Evaluation","Assessment of kidney function, including blood tests and urine analysis.","Đánh giá chức năng thận","Đánh giá chức năng thận, bao gồm xét nghiệm máu và phân tích nước tiểu.",No,3
13100,Nephrology,13102,"Chronic Kidney Disease Management","Management and treatment of chronic kidney disease, including lifestyle changes and medications.","Quản lý bệnh thận mãn tính","Quản lý và điều trị bệnh thận mãn tính, bao gồm thay đổi lối sống và dùng thuốc.",No,2
13100,Nephrology,13103,"Hypertension and Kidney Health","Diagnosis and care for high blood pressure (hypertension) and its impact on kidney health.","Huyết áp cao và sức khỏe thận","Chuẩn đoán và chăm sóc cho tình trạng huyết áp cao (cao huyết áp) và tác động của nó đối với sức khỏe thận.",No,3
13100,Nephrology,13104,"Kidney Stones Treatment","Diagnosis and treatment of kidney stones, including stone removal and prevention strategies.","Điều trị sỏi thận","Chuẩn đoán và điều trị sỏi thận, bao gồm loại bỏ sỏi và chiến lược ngăn ngừa.",No,3
13100,Nephrology,13105,"Dialysis Services","Hemodialysis and peritoneal dialysis services for patients with kidney failure.","Dịch vụ thải độc thận","Dịch vụ thải độc bằng cách tiêm máu và thải độc bằng màng bụng cho bệnh nhân mắc bệnh thận.",No,0
13100,Nephrology,13106,"Kidney Transplant Evaluation","Assessment and evaluation for kidney transplantation, including donor matching.","Đánh giá ghép thận","Đánh giá và đánh giá cho việc ghép thận, bao gồm việc kết hợp nguồn cung cấp.",No,1
13100,Nephrology,13107,"Pediatric Nephrology","Specialized care for children with kidney and urinary tract conditions.","Nội thận trẻ em","Chăm sóc chuyên biệt cho trẻ em mắc các tình trạng về thận và đường tiết niệu.",No,2
13100,Nephrology,13108,"Nephrology Oncology","Diagnosis and treatment of kidney and urinary system cancers and tumors.","Ung thư thận","Chuẩn đoán và điều trị các bệnh ung thư và khối u trong hệ thống thận và tiết niệu.",Yes,1
13100,Nephrology,13109,"Acute Kidney Injury Treatment","Diagnosis and treatment of sudden kidney function decline (acute kidney injury).","Điều trị thận đột ngộp","Chuẩn đoán và điều trị sự giảm chức năng thận đột ngộp (thận đột ngộp).",No,1
13100,Nephrology,13110,"Pediatric Kidney Care","Specialized care for children with kidney and urinary tract conditions and diseases.","Chăm sóc thận trẻ em","Chăm sóc chuyên biệt cho trẻ em mắc các tình trạng về thận và đường tiết niệu.",No,2
13100,Nephrology,13111,"Hereditary Kidney Disorders","Diagnosis and management of hereditary kidney disorders and genetic kidney diseases.","Rối loạn thận di truyền","Chuẩn đoán và quản lý các rối loạn thận di truyền và bệnh thận di truyền.",No,1
13100,Nephrology,13112,"Peritoneal Dialysis Training","Training and education on peritoneal dialysis for patients and their caregivers.","Đào tạo thải độc bằng màng bụng","Đào tạo và giáo dục về thải độc bằng màng bụng cho bệnh nhân và người chăm sóc của họ.",No,1
13100,Nephrology,13113,"Kidney Disease Diet Counseling","Nutritional counseling and dietary guidance for patients with kidney disease.","Tư vấn dinh dưỡng cho bệnh thận","Tư vấn dinh dưỡng và hướng dẫn chế độ ăn uống cho bệnh nhân mắc bệnh thận.",No,3
13100,Nephrology,13114,"Living with Dialysis Support","Support services and guidance for individuals living with long-term dialysis treatment.","Hỗ trợ sống cùng thải độc","Dịch vụ hỗ trợ và hướng dẫn cho những người sống với điều trị thải độc dài hạn.",No,3
